Id	FCend	FCnorm	Dem_1	Dem_2	Dem_3	Dem_4	Dem_5	Dem_6	socF_1	socF_2	socF_3	socF_4	socF_5	socF_6
6471	64.3288	0.1034	0.4	0	0.8	0.8	1	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6472	64.3288	0.1034	0.4	0	0.8	1	0.6	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6473	64.3288	0.1034	0.4	0	0.8	1	0.8	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6474	64.3288	0.1034	0.4	0	0.8	1	1	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6475	64.3288	0.1034	0.4	0	1	0.6	0.6	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6476	64.3288	0.1034	0.4	0	1	0.6	0.8	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6477	64.3288	0.1034	0.4	0	1	0.6	1	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6478	64.3288	0.1034	0.4	0	1	0.8	0.6	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6479	64.3288	0.1034	0.4	0	1	0.8	0.8	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6480	64.3288	0.1034	0.4	0	1	0.8	1	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6481	64.3288	0.1034	0.4	0	1	1	0.6	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6482	64.3288	0.1034	0.4	0	1	1	0.8	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6483	64.3288	0.1034	0.4	0	1	1	1	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6484	64.3288	0.1034	0.6	0	0.8	0.6	0.6	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6485	64.3288	0.1034	0.6	0	0.8	0.6	0.8	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6486	64.3288	0.1034	0.6	0	0.8	0.6	1	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6487	64.3288	0.1034	0.6	0	0.8	0.8	0.6	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6488	64.3288	0.1034	0.6	0	0.8	0.8	0.8	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6489	64.3288	0.1034	0.6	0	0.8	0.8	1	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6490	64.3288	0.1034	0.6	0	0.8	1	0.6	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6491	64.3288	0.1034	0.6	0	0.8	1	0.8	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6492	64.3288	0.1034	0.6	0	0.8	1	1	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6493	64.3288	0.1034	0.6	0	1	0.6	0.6	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6494	64.3288	0.1034	0.6	0	1	0.6	0.8	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6495	64.3288	0.1034	0.6	0	1	0.6	1	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6496	64.3288	0.1034	0.6	0	1	0.8	0.6	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6497	64.3288	0.1034	0.6	0	1	0.8	0.8	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6498	64.3288	0.1034	0.6	0	1	0.8	1	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6499	64.3288	0.1034	0.6	0	1	1	0.6	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6500	64.3288	0.1034	0.6	0	1	1	0.8	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6501	64.3288	0.1034	0.6	0	1	1	1	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6502	64.3288	0.1034	0.8	0	0.8	0.6	0.6	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6503	64.3288	0.1034	0.8	0	0.8	0.6	0.8	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6504	64.3288	0.1034	0.8	0	0.8	0.6	1	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6505	64.3288	0.1034	0.8	0	0.8	0.8	0.6	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6506	64.3288	0.1034	0.8	0	0.8	0.8	0.8	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6507	64.3288	0.1034	0.8	0	0.8	0.8	1	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6508	64.3288	0.1034	0.8	0	0.8	1	0.6	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6509	64.3288	0.1034	0.8	0	0.8	1	0.8	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6510	64.3288	0.1034	0.8	0	0.8	1	1	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6511	64.3288	0.1034	0.8	0	1	0.6	0.6	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6512	64.3288	0.1034	0.8	0	1	0.6	0.8	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6513	64.3288	0.1034	0.8	0	1	0.6	1	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6514	64.3288	0.1034	0.8	0	1	0.8	0.6	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6515	64.3288	0.1034	0.8	0	1	0.8	0.8	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6516	64.3288	0.1034	0.8	0	1	0.8	1	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6517	64.3288	0.1034	0.8	0	1	1	0.6	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6518	64.3288	0.1034	0.8	0	1	1	0.8	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6519	64.3288	0.1034	0.8	0	1	1	1	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6520	64.3288	0.1034	1	0	0.8	0.6	0.6	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6521	64.3288	0.1034	1	0	0.8	0.6	0.8	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6522	64.3288	0.1034	1	0	0.8	0.6	1	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6523	64.3288	0.1034	1	0	0.8	0.8	0.6	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6524	64.3288	0.1034	1	0	0.8	0.8	0.8	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6525	64.3288	0.1034	1	0	0.8	0.8	1	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6526	64.3288	0.1034	1	0	0.8	1	0.6	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6527	64.3288	0.1034	1	0	0.8	1	0.8	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6528	64.3288	0.1034	1	0	0.8	1	1	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6529	64.3288	0.1034	1	0	1	0.6	0.6	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6530	64.3288	0.1034	1	0	1	0.6	0.8	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6531	64.3288	0.1034	1	0	1	0.6	1	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6532	64.3288	0.1034	1	0	1	0.8	0.6	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6533	64.3288	0.1034	1	0	1	0.8	0.8	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6534	64.3288	0.1034	1	0	1	0.8	1	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6535	64.3288	0.1034	1	0	1	1	0.6	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6536	64.3288	0.1034	1	0	1	1	0.8	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6537	64.3288	0.1034	1	0	1	1	1	0.4	0.7249	0.7249	0.5918	0.4564	0.3145	0.239
6538	64.3884	0.1038	0	0.4	0.8	0.6	0.4	0.6	0.8	0.7522	0.6202	0.4863	0.4183	0.2746
6539	64.3884	0.1038	0	0.4	0.8	0.6	0.4	0.8	0.8	0.7522	0.6202	0.4863	0.4183	0.2746
6540	64.3884	0.1038	0	0.4	0.8	0.6	0.4	1	0.8	0.7522	0.6202	0.4863	0.4183	0.2746
6541	64.3884	0.1038	0	0.4	0.8	0.8	0.4	0.6	0.8	0.7522	0.6202	0.4863	0.4183	0.2746
6542	64.3884	0.1038	0	0.4	0.8	0.8	0.4	0.8	0.8	0.7522	0.6202	0.4863	0.4183	0.2746
6543	64.3884	0.1038	0	0.4	0.8	0.8	0.4	1	0.8	0.7522	0.6202	0.4863	0.4183	0.2746
6544	64.3884	0.1038	0	0.4	0.8	1	0.4	0.6	0.8	0.7522	0.6202	0.4863	0.4183	0.2746
6545	64.3884	0.1038	0	0.4	0.8	1	0.4	0.8	0.8	0.7522	0.6202	0.4863	0.4183	0.2746
6546	64.3884	0.1038	0	0.4	0.8	1	0.4	1	0.8	0.7522	0.6202	0.4863	0.4183	0.2746
6547	64.3884	0.1038	0	0.4	1	0.6	0.4	0.6	0.8	0.7522	0.6202	0.4863	0.4183	0.2746
6548	64.3884	0.1038	0	0.4	1	0.6	0.4	0.8	0.8	0.7522	0.6202	0.4863	0.4183	0.2746
6549	64.3884	0.1038	0	0.4	1	0.6	0.4	1	0.8	0.7522	0.6202	0.4863	0.4183	0.2746
6550	64.3884	0.1038	0	0.4	1	0.8	0.4	0.6	0.8	0.7522	0.6202	0.4863	0.4183	0.2746
6551	64.3884	0.1038	0	0.4	1	0.8	0.4	0.8	0.8	0.7522	0.6202	0.4863	0.4183	0.2746
6552	64.3884	0.1038	0	0.4	1	0.8	0.4	1	0.8	0.7522	0.6202	0.4863	0.4183	0.2746
6553	64.3884	0.1038	0	0.4	1	1	0.4	0.6	0.8	0.7522	0.6202	0.4863	0.4183	0.2746
6554	64.3884	0.1038	0	0.4	1	1	0.4	0.8	0.8	0.7522	0.6202	0.4863	0.4183	0.2746
6555	64.3884	0.1038	0	0.4	1	1	0.4	1	0.8	0.7522	0.6202	0.4863	0.4183	0.2746
6556	64.4268	0.1041	0.4	0.6	0.6	0.6	0.4	0.4	0.7249	0.6515	0.5661	0.4294	0.3597	0.286
6557	64.4268	0.1041	0.4	0.6	0.6	0.8	0.4	0.4	0.7249	0.6515	0.5661	0.4294	0.3597	0.286
6558	64.4268	0.1041	0.4	0.6	0.6	1	0.4	0.4	0.7249	0.6515	0.5661	0.4294	0.3597	0.286
6559	64.4268	0.1041	0.6	0.6	0.6	0.6	0.4	0.4	0.7249	0.6515	0.5661	0.4294	0.3597	0.286
6560	64.4268	0.1041	0.6	0.6	0.6	0.8	0.4	0.4	0.7249	0.6515	0.5661	0.4294	0.3597	0.286
6561	64.4268	0.1041	0.6	0.6	0.6	1	0.4	0.4	0.7249	0.6515	0.5661	0.4294	0.3597	0.286
6562	64.4268	0.1041	0.8	0.6	0.6	0.6	0.4	0.4	0.7249	0.6515	0.5661	0.4294	0.3597	0.286
6563	64.4268	0.1041	0.8	0.6	0.6	0.8	0.4	0.4	0.7249	0.6515	0.5661	0.4294	0.3597	0.286
6564	64.4268	0.1041	0.8	0.6	0.6	1	0.4	0.4	0.7249	0.6515	0.5661	0.4294	0.3597	0.286
6565	64.4268	0.1041	1	0.6	0.6	0.6	0.4	0.4	0.7249	0.6515	0.5661	0.4294	0.3597	0.286
6566	64.4268	0.1041	1	0.6	0.6	0.8	0.4	0.4	0.7249	0.6515	0.5661	0.4294	0.3597	0.286
6567	64.4268	0.1041	1	0.6	0.6	1	0.4	0.4	0.7249	0.6515	0.5661	0.4294	0.3597	0.286
6568	64.4885	0.1046	0.2	0.8	0.2	0.4	0.6	0.6	0.777	0.6427	0.615	0.5545	0.4193	0.2756
6569	64.4885	0.1046	0.2	0.8	0.2	0.4	0.6	0.8	0.777	0.6427	0.615	0.5545	0.4193	0.2756
6570	64.4885	0.1046	0.2	0.8	0.2	0.4	0.6	1	0.777	0.6427	0.615	0.5545	0.4193	0.2756
6571	64.4885	0.1046	0.2	0.8	0.2	0.4	0.8	0.6	0.777	0.6427	0.615	0.5545	0.4193	0.2756
6572	64.4885	0.1046	0.2	0.8	0.2	0.4	0.8	0.8	0.777	0.6427	0.615	0.5545	0.4193	0.2756
6573	64.4885	0.1046	0.2	0.8	0.2	0.4	0.8	1	0.777	0.6427	0.615	0.5545	0.4193	0.2756
6574	64.4885	0.1046	0.2	0.8	0.2	0.4	1	0.6	0.777	0.6427	0.615	0.5545	0.4193	0.2756
6575	64.4885	0.1046	0.2	0.8	0.2	0.4	1	0.8	0.777	0.6427	0.615	0.5545	0.4193	0.2756
6576	64.4885	0.1046	0.2	0.8	0.2	0.4	1	1	0.777	0.6427	0.615	0.5545	0.4193	0.2756
6577	64.4885	0.1046	0.2	1	0.2	0.4	0.6	0.6	0.777	0.6427	0.615	0.5545	0.4193	0.2756
6578	64.4885	0.1046	0.2	1	0.2	0.4	0.6	0.8	0.777	0.6427	0.615	0.5545	0.4193	0.2756
6579	64.4885	0.1046	0.2	1	0.2	0.4	0.6	1	0.777	0.6427	0.615	0.5545	0.4193	0.2756
6580	64.4885	0.1046	0.2	1	0.2	0.4	0.8	0.6	0.777	0.6427	0.615	0.5545	0.4193	0.2756
6581	64.4885	0.1046	0.2	1	0.2	0.4	0.8	0.8	0.777	0.6427	0.615	0.5545	0.4193	0.2756
6582	64.4885	0.1046	0.2	1	0.2	0.4	0.8	1	0.777	0.6427	0.615	0.5545	0.4193	0.2756
6583	64.4885	0.1046	0.2	1	0.2	0.4	1	0.6	0.777	0.6427	0.615	0.5545	0.4193	0.2756
6584	64.4885	0.1046	0.2	1	0.2	0.4	1	0.8	0.777	0.6427	0.615	0.5545	0.4193	0.2756
6585	64.4885	0.1046	0.2	1	0.2	0.4	1	1	0.777	0.6427	0.615	0.5545	0.4193	0.2756
6586	64.4949	0.1047	0.4	0.4	0.8	0	0.6	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6587	64.4949	0.1047	0.4	0.4	0.8	0	0.6	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6588	64.4949	0.1047	0.4	0.4	0.8	0	0.6	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6589	64.4949	0.1047	0.4	0.4	0.8	0	0.6	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6590	64.4949	0.1047	0.4	0.4	0.8	0	0.8	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6591	64.4949	0.1047	0.4	0.4	0.8	0	0.8	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6592	64.4949	0.1047	0.4	0.4	0.8	0	0.8	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6593	64.4949	0.1047	0.4	0.4	0.8	0	0.8	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6594	64.4949	0.1047	0.4	0.4	0.8	0	1	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6595	64.4949	0.1047	0.4	0.4	0.8	0	1	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6596	64.4949	0.1047	0.4	0.4	0.8	0	1	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6597	64.4949	0.1047	0.4	0.4	0.8	0	1	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6598	64.4949	0.1047	0.4	0.4	1	0	0.6	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6599	64.4949	0.1047	0.4	0.4	1	0	0.6	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6600	64.4949	0.1047	0.4	0.4	1	0	0.6	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6601	64.4949	0.1047	0.4	0.4	1	0	0.6	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6602	64.4949	0.1047	0.4	0.4	1	0	0.8	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6603	64.4949	0.1047	0.4	0.4	1	0	0.8	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6604	64.4949	0.1047	0.4	0.4	1	0	0.8	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6605	64.4949	0.1047	0.4	0.4	1	0	0.8	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6606	64.4949	0.1047	0.4	0.4	1	0	1	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6607	64.4949	0.1047	0.4	0.4	1	0	1	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6608	64.4949	0.1047	0.4	0.4	1	0	1	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6609	64.4949	0.1047	0.4	0.4	1	0	1	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6610	64.4949	0.1047	0.6	0.4	0.8	0	0.6	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6611	64.4949	0.1047	0.6	0.4	0.8	0	0.6	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6612	64.4949	0.1047	0.6	0.4	0.8	0	0.6	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6613	64.4949	0.1047	0.6	0.4	0.8	0	0.6	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6614	64.4949	0.1047	0.6	0.4	0.8	0	0.8	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6615	64.4949	0.1047	0.6	0.4	0.8	0	0.8	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6616	64.4949	0.1047	0.6	0.4	0.8	0	0.8	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6617	64.4949	0.1047	0.6	0.4	0.8	0	0.8	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6618	64.4949	0.1047	0.6	0.4	0.8	0	1	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6619	64.4949	0.1047	0.6	0.4	0.8	0	1	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6620	64.4949	0.1047	0.6	0.4	0.8	0	1	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6621	64.4949	0.1047	0.6	0.4	0.8	0	1	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6622	64.4949	0.1047	0.6	0.4	1	0	0.6	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6623	64.4949	0.1047	0.6	0.4	1	0	0.6	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6624	64.4949	0.1047	0.6	0.4	1	0	0.6	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6625	64.4949	0.1047	0.6	0.4	1	0	0.6	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6626	64.4949	0.1047	0.6	0.4	1	0	0.8	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6627	64.4949	0.1047	0.6	0.4	1	0	0.8	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6628	64.4949	0.1047	0.6	0.4	1	0	0.8	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6629	64.4949	0.1047	0.6	0.4	1	0	0.8	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6630	64.4949	0.1047	0.6	0.4	1	0	1	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6631	64.4949	0.1047	0.6	0.4	1	0	1	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6632	64.4949	0.1047	0.6	0.4	1	0	1	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6633	64.4949	0.1047	0.6	0.4	1	0	1	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6634	64.4949	0.1047	0.8	0.4	0.8	0	0.6	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6635	64.4949	0.1047	0.8	0.4	0.8	0	0.6	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6636	64.4949	0.1047	0.8	0.4	0.8	0	0.6	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6637	64.4949	0.1047	0.8	0.4	0.8	0	0.6	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6638	64.4949	0.1047	0.8	0.4	0.8	0	0.8	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6639	64.4949	0.1047	0.8	0.4	0.8	0	0.8	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6640	64.4949	0.1047	0.8	0.4	0.8	0	0.8	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6641	64.4949	0.1047	0.8	0.4	0.8	0	0.8	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6642	64.4949	0.1047	0.8	0.4	0.8	0	1	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6643	64.4949	0.1047	0.8	0.4	0.8	0	1	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6644	64.4949	0.1047	0.8	0.4	0.8	0	1	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6645	64.4949	0.1047	0.8	0.4	0.8	0	1	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6646	64.4949	0.1047	0.8	0.4	1	0	0.6	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6647	64.4949	0.1047	0.8	0.4	1	0	0.6	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6648	64.4949	0.1047	0.8	0.4	1	0	0.6	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6649	64.4949	0.1047	0.8	0.4	1	0	0.6	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6650	64.4949	0.1047	0.8	0.4	1	0	0.8	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6651	64.4949	0.1047	0.8	0.4	1	0	0.8	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6652	64.4949	0.1047	0.8	0.4	1	0	0.8	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6653	64.4949	0.1047	0.8	0.4	1	0	0.8	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6654	64.4949	0.1047	0.8	0.4	1	0	1	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6655	64.4949	0.1047	0.8	0.4	1	0	1	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6656	64.4949	0.1047	0.8	0.4	1	0	1	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6657	64.4949	0.1047	0.8	0.4	1	0	1	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6658	64.4949	0.1047	1	0.4	0.8	0	0.6	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6659	64.4949	0.1047	1	0.4	0.8	0	0.6	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6660	64.4949	0.1047	1	0.4	0.8	0	0.6	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6661	64.4949	0.1047	1	0.4	0.8	0	0.6	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6662	64.4949	0.1047	1	0.4	0.8	0	0.8	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6663	64.4949	0.1047	1	0.4	0.8	0	0.8	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6664	64.4949	0.1047	1	0.4	0.8	0	0.8	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6665	64.4949	0.1047	1	0.4	0.8	0	0.8	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6666	64.4949	0.1047	1	0.4	0.8	0	1	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6667	64.4949	0.1047	1	0.4	0.8	0	1	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6668	64.4949	0.1047	1	0.4	0.8	0	1	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6669	64.4949	0.1047	1	0.4	0.8	0	1	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6670	64.4949	0.1047	1	0.4	1	0	0.6	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6671	64.4949	0.1047	1	0.4	1	0	0.6	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6672	64.4949	0.1047	1	0.4	1	0	0.6	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6673	64.4949	0.1047	1	0.4	1	0	0.6	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6674	64.4949	0.1047	1	0.4	1	0	0.8	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6675	64.4949	0.1047	1	0.4	1	0	0.8	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6676	64.4949	0.1047	1	0.4	1	0	0.8	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6677	64.4949	0.1047	1	0.4	1	0	0.8	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6678	64.4949	0.1047	1	0.4	1	0	1	0.4	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6679	64.4949	0.1047	1	0.4	1	0	1	0.6	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6680	64.4949	0.1047	1	0.4	1	0	1	0.8	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6681	64.4949	0.1047	1	0.4	1	0	1	1	0.7249	0.6767	0.543	0.543	0.4058	0.2599
6682	64.5105	0.1048	0.4	0.2	0.6	0.4	0.6	0.6	0.7249	0.6997	0.6151	0.5545	0.4194	0.2757
6683	64.5105	0.1048	0.4	0.2	0.6	0.4	0.6	0.8	0.7249	0.6997	0.6151	0.5545	0.4194	0.2757
6684	64.5105	0.1048	0.4	0.2	0.6	0.4	0.6	1	0.7249	0.6997	0.6151	0.5545	0.4194	0.2757
6685	64.5105	0.1048	0.4	0.2	0.6	0.4	0.8	0.6	0.7249	0.6997	0.6151	0.5545	0.4194	0.2757
6686	64.5105	0.1048	0.4	0.2	0.6	0.4	0.8	0.8	0.7249	0.6997	0.6151	0.5545	0.4194	0.2757
6687	64.5105	0.1048	0.4	0.2	0.6	0.4	0.8	1	0.7249	0.6997	0.6151	0.5545	0.4194	0.2757
6688	64.5105	0.1048	0.4	0.2	0.6	0.4	1	0.6	0.7249	0.6997	0.6151	0.5545	0.4194	0.2757
6689	64.5105	0.1048	0.4	0.2	0.6	0.4	1	0.8	0.7249	0.6997	0.6151	0.5545	0.4194	0.2757
6690	64.5105	0.1048	0.4	0.2	0.6	0.4	1	1	0.7249	0.6997	0.6151	0.5545	0.4194	0.2757
6691	64.5105	0.1048	0.6	0.2	0.6	0.4	0.6	0.6	0.7249	0.6997	0.6151	0.5545	0.4194	0.2757
6692	64.5105	0.1048	0.6	0.2	0.6	0.4	0.6	0.8	0.7249	0.6997	0.6151	0.5545	0.4194	0.2757
6693	64.5105	0.1048	0.6	0.2	0.6	0.4	0.6	1	0.7249	0.6997	0.6151	0.5545	0.4194	0.2757
6694	64.5105	0.1048	0.6	0.2	0.6	0.4	0.8	0.6	0.7249	0.6997	0.6151	0.5545	0.4194	0.2757
6695	64.5105	0.1048	0.6	0.2	0.6	0.4	0.8	0.8	0.7249	0.6997	0.6151	0.5545	0.4194	0.2757
6696	64.5105	0.1048	0.6	0.2	0.6	0.4	0.8	1	0.7249	0.6997	0.6151	0.5545	0.4194	0.2757
